weight,time,Simulation_reset
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8990113094544939)],106.34
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8990113094544939)],106.36
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8990113094544939)],106.38
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898269964130821)],106.4
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898269964130821)],106.42
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8909302163243952)],106.44
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8909302163243952)],106.46
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8837535712576876)],106.48
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8837535712576876)],106.5
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8871111158621731)],106.52
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8871111158621731)],106.54
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8929640302982842)],106.56
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.88202566194593)],106.58
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.88202566194593)],106.6
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8856756912582522)],106.62
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8856756912582522)],106.64
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8856756912582522)],106.66
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8981468781880161)],106.68
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8855168758192623)],106.7
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8855168758192623)],106.72
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8855168758192623)],106.74
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8855168758192623)],106.76
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8983551625263483)],106.78
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8983551625263483)],106.8
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8983551625263483)],106.82
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8983551625263483)],106.84
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898610325006645)],106.86
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898610325006645)],106.88
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898610325006645)],106.9
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898610325006645)],106.92
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898610325006645)],106.94
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898610325006645)],106.96
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.898610325006645)],106.98
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8998124229896979)],107.0
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8852841841409108)],107.02
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8852841841409108)],107.04
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8852841841409108)],107.06
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8852841841409108)],107.08
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8852841841409108)],107.1
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8852841841409108)],107.12
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8998141776795026)],107.14
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8998141776795026)],107.16
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8998141776795026)],107.18
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8998141776795026)],107.2
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8998141776795026)],107.22
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8998141776795026)],107.24
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8995644281673844)],107.26
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8886650778262896)],107.28
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8871724520496574)],107.3
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8871724520496574)],107.32
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8871724520496574)],107.34
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8871724520496574)],107.36
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8857278891776632)],107.38
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8857278891776632)],107.4
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8857278891776632)],107.42
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8857278891776632)],107.44
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8857278891776632)],107.46
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8857278891776632)],107.48
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8996600562780309)],107.5
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8996600562780309)],107.52
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8996600562780309)],107.54
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8964014991081267)],107.56
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8860894140355987)],107.58
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8860894140355987)],107.6
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8908615295649004)],107.62
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8733037438891326)],107.64
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8733037438891326)],107.66
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8882792432839047)],107.68
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 2.0000000000000002e-16), (0.0, 2.0, 0.8812282476070197)],107.7
