weight,time,Simulation_reset
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.34
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.36
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.38
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.4
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.42
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.44
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.46
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.48
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.5
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.52
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.54
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.56
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.58
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.6
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.62
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.64
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.66
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.68
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.7
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.72
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.74
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.76
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.78
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.8
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.82
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.84
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.86
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.88
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.9
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.92
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.94
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.96
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],106.98
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.0
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.02
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.04
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.06
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.08
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.1
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.12
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.14
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.16
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.18
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.2
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.22
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.24
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.26
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.28
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.3
