weight,time,Simulation_reset
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.32
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.34
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.36
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.38
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.4
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.42
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.44
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.46
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.48
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.5
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.52
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.54
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.56
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.58
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.6
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.62
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.64
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.66
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.68
[(0.0, 0.0, 2.0000000000000002e-16), (0.0, 1.0, 0.43805362772181883)],107.7
